genre,title,author,average_rating,publication_year,link
philosophy,the social contract,Jean-Jacques Rousseau,3.78,1762,https://www.goodreads.com/book/show/12651.The_Social_Contract
philosophy,on liberty,John Stuart Mill,3.96,1859,https://www.goodreads.com/book/show/385228.On_Liberty
philosophy,ethics,Baruch Spinoza,4.1,1677,https://www.goodreads.com/book/show/205218.Ethics
philosophy,walden or life in the woods,Henry David Thoreau,3.77,1854,https://www.goodreads.com/book/show/16902.Walden_or_Life_in_the_Woods
philosophy,the problems of philosophy,Bertrand Russell,3.9,1912,https://www.goodreads.com/book/show/31799.The_Problems_of_Philosophy
philosophy,an enquiry concerning human understanding,David Hume,3.94,1748,https://www.goodreads.com/book/show/130119.An_Enquiry_Concerning_Human_Understanding
philosophy,tractatus logicophilosophicus,Ludwig Wittgenstein,4.1,1921,https://www.goodreads.com/book/show/12075.Tractatus_Logico_Philosophicus
philosophy,meditations on first philosophy,René Descartes,3.74,1641,https://www.goodreads.com/book/show/30658.Meditations_on_First_Philosophy
philosophy,the story of philosophy the lives and opinions of the worlds greatest philosophers,Will Durant,4.15,1926,https://www.goodreads.com/book/show/31795.The_Story_of_Philosophy
philosophy,discipline and punish the birth of the prison,Michel Foucault,4.24,1975,https://www.goodreads.com/book/show/80369.Discipline_and_Punish
philosophy,groundwork of the metaphysics of morals,Immanuel Kant,3.83,1785,https://www.goodreads.com/book/show/60080.Groundwork_of_the_Metaphysics_of_Morals
philosophy,phenomenology of spirit,Georg Wilhelm Friedrich Hegel,3.96,1807,https://www.goodreads.com/book/show/9454.Phenomenology_of_Spirit
philosophy,discourse on method and meditations on first philosophy,René Descartes,3.77,1637,https://www.goodreads.com/book/show/31862.Discourse_on_Method_and_Meditations_on_First_Philosophy
philosophy,the plague,Albert Camus,4.02,1947,https://www.goodreads.com/book/show/11989.The_Plague
philosophy,utopia,Thomas More,3.55,1516,https://www.goodreads.com/book/show/18414.Utopia
fantasy,lilith,George MacDonald,3.2,1895,https://openlibrary.org/works/OL15437W
fantasy,the sea fairies,L. Frank Baum,3.33,1911,https://openlibrary.org/works/OL262384W
fantasy,the phoenix and the carpet,Edith Nesbit,3.1,1903,https://openlibrary.org/works/OL99539W
fantasy,the enchanted castle,Edith Nesbit,4.18,1907,https://openlibrary.org/works/OL99541W
fantasy,phantastes,George MacDonald,3.83,1850,https://openlibrary.org/works/OL15450W
fantasy,carmilla,Sheridan Le Fanu,3.89,1871,https://openlibrary.org/works/OL2895536W
fantasy,she,H. Rider Haggard,3.83,1886,https://openlibrary.org/works/OL17453W
fantasy,the great god pan,Arthur Machen,3.51,1894,https://openlibrary.org/works/OL3388961W
fantasy,sons and lovers,D. H. Lawrence,4.29,1913,https://openlibrary.org/works/OL81295W
fantasy,the book of dragons,Edith Nesbit,4.0,1973,https://openlibrary.org/works/OL99529W
fantasy,the princess and the goblin,George MacDonald,2.33,1907,https://openlibrary.org/works/OL6583284W
fantasy,alices adventures in wonderland,Lewis Carroll,4.04,1865,https://openlibrary.org/works/OL138052W
fantasy,the awakening,Kate Chopin,3.67,1899,https://openlibrary.org/works/OL65430W
fantasy,the king in yellow,Robert W. Chambers,3.91,1895,https://openlibrary.org/works/OL8127201W
fantasy,women in love,D. H. Lawrence,3.58,1877,https://openlibrary.org/works/OL81294W
fantasy,the jewel of seven stars,Bram Stoker,4.5,1902,https://openlibrary.org/works/OL85891W
fantasy,the hobbit,J.R.R. Tolkien,4.28,1937,https://openlibrary.org/works/OL27482W
fantasy,the man who was thursday,Gilbert Keith Chesterton,3.46,1908,https://openlibrary.org/works/OL76487W
fantasy,hans andersens fairy tales,Hans Christian Andersen,3.88,1846,https://openlibrary.org/works/OL16249171W
fantasy,anne of avonlea,Lucy Maud Montgomery,4.2,1909,https://openlibrary.org/works/OL77744W
fantasy,the invisible man,H. G. Wells,3.82,0,https://openlibrary.org/works/OL52266W
fantasy,northern lights,Philip Pullman,3.94,1995,https://openlibrary.org/works/OL28988W
fantasy,a game of thrones,George R. R. Martin,4.22,1996,https://openlibrary.org/works/OL257943W
fantasy,treasure island,Robert Louis Stevenson,3.74,1880,https://openlibrary.org/works/OL24034W
fantasy,five children and it,Edith Nesbit,3.6,1905,https://openlibrary.org/works/OL99499W
fantasy,the two towers,J.R.R. Tolkien,4.37,1954,https://openlibrary.org/works/OL27479W
fantasy,the subtle knife,Philip Pullman,4.0,1997,https://openlibrary.org/works/OL28993W
fantasy,dorothy and the wizard in oz,L. Frank Baum,3.7,1908,https://openlibrary.org/works/OL18412W
fantasy,the fellowship of the ring,J.R.R. Tolkien,4.37,1954,https://openlibrary.org/works/OL27513W
fantasy,the return of the king,J.R.R. Tolkien,4.42,1950,https://openlibrary.org/works/OL27455W
fantasy,the silmarillion,J.R.R. Tolkien,3.96,1977,https://openlibrary.org/works/OL27495W
fantasy,the last battle,C.S. Lewis,3.89,1956,https://openlibrary.org/works/OL71124W
fantasy,the lion the witch and the wardrobe,C.S. Lewis,4.13,1950,https://openlibrary.org/works/OL71037W
fantasy,ozma of oz,L. Frank Baum,4.0,1907,https://openlibrary.org/works/OL18415W
fantasy,the war of the worlds,H. G. Wells,3.81,0,https://openlibrary.org/works/OL52114W
fantasy,the time machine,H. G. Wells,3.89,1895,https://openlibrary.org/works/OL52267W
fantasy,prince caspian,C.S. Lewis,3.96,1951,https://openlibrary.org/works/OL71069W
fantasy,adventures of huckleberry finn,Mark Twain,3.84,1876,https://openlibrary.org/works/OL53908W
fantasy,king solomons mines,H. Rider Haggard,4.12,1880,https://openlibrary.org/works/OL17448W
fantasy,the lightning thief,Rick Riordan,4.27,2005,https://openlibrary.org/works/OL492658W
fantasy,the handmaids tale,Margaret Atwood,3.94,1985,https://openlibrary.org/works/OL675783W
fantasy,brood of the witchqueen,Sax Rohmer,4.6,1924,https://openlibrary.org/works/OL2288676W
fantasy,the lord of the rings,J.R.R. Tolkien,4.51,1954,https://openlibrary.org/works/OL27448W
fantasy,the horse and his boy,C.S. Lewis,3.96,1954,https://openlibrary.org/works/OL71058W
fantasy,the voyage of the dawn treader,C.S. Lewis,4.13,1952,https://openlibrary.org/works/OL71132W
fantasy,the silver chair,C.S. Lewis,4.0,1953,https://openlibrary.org/works/OL71078W
fantasy,the lost world,Arthur Conan Doyle,4.0,1900,https://openlibrary.org/works/OL262460W
fantasy,a connecticut yankee in king arthurs court,Mark Twain,3.73,1889,https://openlibrary.org/works/OL54031W
fantasy,the magicians nephew,C.S. Lewis,4.07,1955,https://openlibrary.org/works/OL71042W
fantasy,the mysterious affair at styles,"Agatha Christie, Lazlo Ferra, Anne Powers, Jose Valladares, Arthur Robison, J. V. Editors",3.99,1920,https://openlibrary.org/works/OL472715W
fantasy,the wonderful wizard of oz,L. Frank Baum,3.96,1899,https://openlibrary.org/works/OL18417W
fantasy,harry potter and the halfblood prince,"J. K. Rowling, Mary GrandPré",4.36,2005,https://openlibrary.org/works/OL82565W
fantasy,harry potter and the deathly hallows,J. K. Rowling,4.27,2007,https://openlibrary.org/works/OL82586W
fantasy,twilight,Stephenie Meyer,3.62,2005,https://openlibrary.org/works/OL5720023W
fantasy,harry potter and the prisoner of azkaban,J. K. Rowling,4.25,1999,https://openlibrary.org/works/OL82536W
fantasy,harry potter and the order of the phoenix,J. K. Rowling,4.21,2003,https://openlibrary.org/works/OL82548W
fantasy,a wrinkle in time,Madeleine L'Engle,3.94,1962,https://openlibrary.org/works/OL41495W
fantasy,the story of the amulet,Edith Nesbit,3.67,1905,https://openlibrary.org/works/OL407476W
fantasy,frankenstein or the modern prometheus,Mary Shelley,3.96,1818,https://openlibrary.org/works/OL450063W
fantasy,harry potter and the chamber of secrets,J. K. Rowling,4.2,1998,https://openlibrary.org/works/OL82537W
fantasy,momo oder die seltsame geschichte von den zeitdieben und von dem kind das den menschen die gestohlene zeit zuruckbrachte,Michael Ende,4.52,1973,https://openlibrary.org/works/OL2271626W
fantasy,harry potter and the goblet of fire,"J. K. Rowling, Jim Kay",4.27,1993,https://openlibrary.org/works/OL82560W
fantasy,harry potter and the philosophers stone,J. K. Rowling,4.24,1997,https://openlibrary.org/works/OL82563W
fantasy,the story of doctor dolittle,Hugh Lofting,3.43,1920,https://openlibrary.org/works/OL1449046W
fantasy,charlie and the chocolate factory,Roald Dahl,4.03,1964,https://openlibrary.org/works/OL45790W
fantasy,when the sleeper awakes,H. G. Wells,3.6,1899,https://openlibrary.org/works/OL52151W
fantasy,the marvelous land of oz,L. Frank Baum,3.33,1904,https://openlibrary.org/works/OL18396W
fantasy,kinder und hausmarchen,Gebrüder Grimm [Brothers Grimm],4.6,1812,https://openlibrary.org/works/OL45361W
fantasy,tiktok of oz,L. Frank Baum,2.5,1914,https://openlibrary.org/works/OL18414W
fantasy,dune,Frank Herbert,4.3,1965,https://openlibrary.org/works/OL893415W
fantasy,the giver,Lois Lowry,4.06,1993,https://openlibrary.org/works/OL1846076W
fantasy,alices adventures in wonderland through the looking glass,Lewis Carroll,4.01,1889,https://openlibrary.org/works/OL151411W
fantasy,the road to oz,L. Frank Baum,3.38,1909,https://openlibrary.org/works/OL262390W
fantasy,perfume,Patrick Süskind,3.8,1985,https://openlibrary.org/works/OL10834W
fantasy,the waterbabies,"Charles Kingsley, Charles Kingsley",4.0,1863,https://openlibrary.org/works/OL1130095W
fantasy,catching fire,Suzanne Collins,4.11,2009,https://openlibrary.org/works/OL5735360W
fantasy,flatland,Edwin Abbott Abbott,3.91,1884,https://openlibrary.org/works/OL118388W
fantasy,charlie and the great glass elevator,Roald Dahl,3.47,1972,https://openlibrary.org/works/OL45793W
fantasy,fantastic mr fox,Roald Dahl,3.95,1970,https://openlibrary.org/works/OL45804W
fantasy,o alquimista,Paulo Coelho,3.8,1988,https://openlibrary.org/works/OL796465W
fantasy,a princess of mars,Edgar Rice Burroughs,3.97,1917,https://openlibrary.org/works/OL1418187W
fantasy,the hunger games,Suzanne Collins,4.1,2008,https://openlibrary.org/works/OL5735363W
fantasy,through the lookingglass,"Lewis Carroll, Lewis Carroll, Lewis Lewis Carroll",3.98,1865,https://openlibrary.org/works/OL151406W
fantasy,le petit prince,Antoine de Saint-Exupéry,4.34,1943,https://openlibrary.org/works/OL10263W
fantasy,the complete life and adventures of santa claus,L. Frank Baum,4.0,1902,https://openlibrary.org/works/OL262358W
fantasy,the last man,Mary Shelley,3.5,1826,https://openlibrary.org/works/OL450124W
fantasy,le avventure di pinocchio,Carlo Collodi,3.76,1883,https://openlibrary.org/works/OL1527356W
fantasy,vingt mille lieues sous les mers,Jules Verne,4.07,1870,https://openlibrary.org/works/OL1099280W
fantasy,the ugly duckling,Hans Christian Andersen,4.39,1851,https://openlibrary.org/works/OL15155002W
fantasy,,Михаил Афанасьевич Булгаков,4.2,1966,https://openlibrary.org/works/OL676009W
fantasy,cien anos de soledad,Gabriel García Márquez,4.05,1967,https://openlibrary.org/works/OL274505W
fantasy,the castle of otranto,Horace Walpole,3.23,1764,https://openlibrary.org/works/OL183675W
fantasy,le tour du monde en quatrevingts jours,Jules Verne,3.94,1872,https://openlibrary.org/works/OL1100007W
fantasy,the secret agent,Joseph Conrad,3.56,1907,https://openlibrary.org/works/OL39108W
fantasy,the island of dr moreau,H. G. Wells,3.67,1896,https://openlibrary.org/works/OL381550W
fantasy,voyage au centre de la terre,Jules Verne,3.99,1867,https://openlibrary.org/works/OL1099513W
fantasy,fairy tales and stories,Hans Christian Andersen,3.43,1850,https://openlibrary.org/works/OL25397W
fantasy,a rebours,Joris-Karl Huysmans,4.4,1884,https://openlibrary.org/works/OL2239396W
fantasy,gullivers travels,Jonathan Swift,3.6,1726,https://openlibrary.org/works/OL20600W
fantasy,faerie queene,Edmund Spenser,4.0,1590,https://openlibrary.org/works/OL1146502W
fantasy,orlando,"Virginia Woolf, Carmen Maria Machado",4.28,1928,https://openlibrary.org/works/OL39360W
fantasy,the legend of sleepy hollow,Washington Irving,4.17,1820,https://openlibrary.org/works/OL63985W
fantasy,nineteen eightyfour,George Orwell,4.3,1949,https://openlibrary.org/works/OL1168083W
romance,the blithedale romance,Nathaniel Hawthorne,4.33,1852,https://openlibrary.org/works/OL455512W
romance,pygmalion,George Bernard Shaw,3.86,1912,https://openlibrary.org/works/OL1066524W
romance,ivanhoe,Sir Walter Scott,3.53,1800,https://openlibrary.org/works/OL863808W
romance,the moonstone,Wilkie Collins,4.05,1868,https://openlibrary.org/works/OL176092W
romance,tender is the night,F. Scott Fitzgerald,3.89,1933,https://openlibrary.org/works/OL468485W
romance,le roman du masque de fer,Alexandre Dumas,4.43,1600,https://openlibrary.org/works/OL36371W
romance,the blue castle,Lucy Maud Montgomery,3.76,1926,https://openlibrary.org/works/OL77775W
romance,age of fable,Thomas Bulfinch,3.0,1800,https://openlibrary.org/works/OL77559W
romance,the house of the seven gables,Nathaniel Hawthorne,3.5,1851,https://openlibrary.org/works/OL455663W
romance,lord jim,Joseph Conrad,3.79,1900,https://openlibrary.org/works/OL38684W
romance,memorias postumas de bras cubas,Joaquim Maria Machado de Assis,3.73,1881,https://openlibrary.org/works/OL1003017W
romance,les trois mousquetaires,"Alexandre Dumas, Auguste Maquet",4.04,1844,https://openlibrary.org/works/OL36861W
romance,orthodoxy,Gilbert Keith Chesterton,4.0,1874,https://openlibrary.org/works/OL76350W
romance,shirley,Charlotte Brontë,4.12,1800,https://openlibrary.org/works/OL1095397W
romance,this side of paradise,F. Scott Fitzgerald,3.62,1920,https://openlibrary.org/works/OL468488W
romance,le morte darthur,Thomas Malory,3.47,1557,https://openlibrary.org/works/OL15450151W
romance,the canterville ghost,Oscar Wilde,4.57,1887,https://openlibrary.org/works/OL14877871W
romance,genji monogatari,Murasaki Shikibu,4.0,1900,https://openlibrary.org/works/OL2564006W
romance,lady susan,Jane Austen,3.18,1925,https://openlibrary.org/works/OL66614W
romance,diary of a wimpy kid,Jeff Kinney,4.15,2002,https://openlibrary.org/works/OL8483260W
romance,justine,Marquis de Sade,4.8,1900,https://openlibrary.org/works/OL962240W
romance,der steppenwolf,Hermann Hesse,3.96,1927,https://openlibrary.org/works/OL872773W
romance,bleak house,Charles Dickens,3.93,1850,https://openlibrary.org/works/OL14868510W
romance,el conde de montecristo,Alexandre Dumas,4.31,1830,https://openlibrary.org/works/OL36287W
romance,the age of innocence,Edith Wharton,3.52,1920,https://openlibrary.org/works/OL98491W
romance,madame bovary,Gustave Flaubert,3.67,1856,https://openlibrary.org/works/OL893707W
romance,lady chatterleys lover,D. H. Lawrence,3.05,1900,https://openlibrary.org/works/OL81180W
romance,the woman in white,Wilkie Collins,4.05,1860,https://openlibrary.org/works/OL176045W
romance,little women,Louisa May Alcott,4.09,1848,https://openlibrary.org/works/OL29983W
romance,the alhambra,Washington Irving,4.17,1800,https://openlibrary.org/works/OL63996W
romance,the pickwick papers,Charles Dickens,3.0,1800,https://openlibrary.org/works/OL8763776W
romance,el amor en los tiempos del colera,Gabriel García Márquez,4.18,1985,https://openlibrary.org/works/OL274518W
romance,hard times,Charles Dickens,3.95,1854,https://openlibrary.org/works/OL8193387W
romance,war and peace,Лев Толстой,4.43,1864,https://openlibrary.org/works/OL267171W
romance,tess of the durbervilles,Thomas Hardy,4.0,1707,https://openlibrary.org/works/OL44927W
romance,far from the madding crowd,Thomas Hardy,3.68,1874,https://openlibrary.org/works/OL44995W
romance,the last of the mohicans,James Fenimore Cooper,3.78,1826,https://openlibrary.org/works/OL77958W
romance,anne of green gables,Lucy Maud Montgomery,4.23,1908,https://openlibrary.org/works/OL77746W
romance,an american tragedy,Theodore Dreiser,3.55,1900,https://openlibrary.org/works/OL100239W
romance,50 fifty shades of grey,E. L. James,3.93,2000,https://openlibrary.org/works/OL16336633W
romance,se questo e un uomo,Primo Levi,4.29,1947,https://openlibrary.org/works/OL860066W
romance,how to write a sentence,Henry James,3.91,1881,https://openlibrary.org/works/OL276370W
romance,a room with a view,E. M. Forster,3.68,1905,https://openlibrary.org/works/OL88813W
romance,guess how much i love you,"Sam McBratney, Anita Jeram",4.3,1994,https://openlibrary.org/works/OL58402W
romance,eva luna,Isabel Allende,4.0,1987,https://openlibrary.org/works/OL1905263W
romance,a midsummer nights dream,William Shakespeare,3.78,1600,https://openlibrary.org/works/OL259010W
romance,die blechtrommel,Günter Grass,2.93,1959,https://openlibrary.org/works/OL67334W
romance,the return of the native,Thomas Hardy,4.0,1878,https://openlibrary.org/works/OL44994W
romance,la peste,Albert Camus,4.12,1942,https://openlibrary.org/works/OL1230715W
romance,the godfather,Mario Puzo,4.2,1969,https://openlibrary.org/works/OL1673205W
romance,murder in three acts,Agatha Christie,3.7,1934,https://openlibrary.org/works/OL471765W
romance,la casa de los espiritus,Isabel Allende,4.5,1982,https://openlibrary.org/works/OL1905255W
romance,the turn of the screw,"Henry James, Mxumu Mxama, Henry James",3.49,1898,https://openlibrary.org/works/OL276386W
romance,a clockwork orange,Anthony Burgess,4.05,1962,https://openlibrary.org/works/OL261794W
romance,a farewell to arms,Ernest Hemingway,3.7,1929,https://openlibrary.org/works/OL63072W
romance,breakfast at tiffanys,Truman Capote,3.86,1956,https://openlibrary.org/works/OL1992167W
romance,the beautiful and damned,F. Scott Fitzgerald,4.1,1922,https://openlibrary.org/works/OL468362W
romance,the mirror crackd from side to side,Agatha Christie,4.44,1960,https://openlibrary.org/works/OL471990W
romance,noli me tangere,José Rizal,4.4,1902,https://openlibrary.org/works/OL1622789W
romance,la chute,Albert Camus,3.65,1917,https://openlibrary.org/works/OL1230631W
romance,le rouge et le noir,Stendhal,3.88,1830,https://openlibrary.org/works/OL733640W
romance,the mystery of the blue train,Agatha Christie,3.9,1928,https://openlibrary.org/works/OL471603W
romance,howards end,E. M. Forster,4.44,1910,https://openlibrary.org/works/OL88881W
romance,black beauty,Anna Sewell,4.27,1877,https://openlibrary.org/works/OL15854658W
romance,villette a novel,Charlotte Brontë,3.4,1853,https://openlibrary.org/works/OL1095403W
romance,veinte poemas de amor y una cancion desesperada,Pablo Neruda,4.0,1924,https://openlibrary.org/works/OL979517W
romance,les liaisons dangereuses,Pierre Choderlos de Laclos,3.86,1782,https://openlibrary.org/works/OL1157252W
romance,poirot investigates,Agatha Christie,4.2,1924,https://openlibrary.org/works/OL471940W
romance,le fantome de lopera,Gaston Leroux,3.86,1911,https://openlibrary.org/works/OL1833989W
romance,terre des hommes,Antoine de Saint-Exupéry,4.24,1936,https://openlibrary.org/works/OL86701W
romance,daisy miller,Henry James,3.0,1877,https://openlibrary.org/works/OL276328W
romance,death on the nile,"Agatha Christie, Nancy Taylor, Mikhal Alfon",4.17,1937,https://openlibrary.org/works/OL471724W
romance,daddylonglegs,Jean Webster,4.8,1912,https://openlibrary.org/works/OL4322177W
romance,works 37 plays 6 poems sonnets,William Shakespeare,3.45,1730,https://openlibrary.org/works/OL259028W
romance,memoirs of fanny hill,John Cleland,3.4,1749,https://openlibrary.org/works/OL848436W
romance,confessions,Augustine of Hippo,4.42,1482,https://openlibrary.org/works/OL137872W
romance,ethan frome,Edith Wharton,3.95,1910,https://openlibrary.org/works/OL98501W
romance,gone with the wind,Margaret Mitchell,3.5,1936,https://openlibrary.org/works/OL267933W
romance,du cote de chez swann,Marcel Proust,4.0,1908,https://openlibrary.org/works/OL30053009W
romance,vanity fair,William Makepeace Thackeray,3.83,1800,https://openlibrary.org/works/OL16313W
fiction,foundation,Isaac Asimov,4.11,1951,https://openlibrary.org/works/OL46125W
fiction,ficciones,Jorge Luis Borges,4.43,1945,https://openlibrary.org/works/OL110971W
fiction,beloved,Toni Morrison,3.94,1987,https://openlibrary.org/works/OL50548W
fiction,a room of ones own,Virginia Woolf,4.15,1929,https://openlibrary.org/works/OL39379W
fiction,dubliners,James Joyce,3.87,1914,https://openlibrary.org/works/OL86320W
fiction,the riddle of the sands,Erskine Childers,3.33,1903,https://openlibrary.org/works/OL23797W
fiction,kim,Rudyard Kipling,3.72,1901,https://openlibrary.org/works/OL19908W
fiction,the scarlet pimpernel,"Emmuska Orczy, Baroness Orczy",3.94,1900,https://openlibrary.org/works/OL1253285W
fiction,the martian chronicles,Ray Bradbury,4.09,1950,https://openlibrary.org/works/OL103134W
fiction,of human bondage,William Somerset Maugham,4.18,1915,https://openlibrary.org/works/OL505781W
fiction,the sign of four,Arthur Conan Doyle,4.14,1889,https://openlibrary.org/works/OL262438W
fiction,the first men in the moon,H. G. Wells,3.21,1900,https://openlibrary.org/works/OL52260W
fiction,the adventures of sherlock holmes 12 stories,Arthur Conan Doyle,4.13,1892,https://openlibrary.org/works/OL262421W
fiction,the good earth,"Pearl S. Buck, Nick Bertozzi, Ruth Goode, Donald F. Roden, Ernst Simon, Stephen Colbourn",3.91,1931,https://openlibrary.org/works/OL1140109W
fiction,poetics,"Aristotle, Leon Golden, O. B. Hardison",3.86,1536,https://openlibrary.org/works/OL13703833W
fiction,white fang,Jack London,3.88,1905,https://openlibrary.org/works/OL74504W
fiction,the alchemist 1612,Ben Jonson,4.19,1612,https://openlibrary.org/works/OL1085186W
fiction,anthem,Ayn Rand,3.45,1936,https://openlibrary.org/works/OL731737W
fiction,the secret adversary,"Agatha Christie, Lazlo Ferran, Bill Peschel, Charles Keller, David Widger",3.78,1922,https://openlibrary.org/works/OL471789W
fiction,the red badge of courage,Stephen Crane,3.71,1855,https://openlibrary.org/works/OL20844W
fiction,robin hood,Howard Pyle,4.29,1883,https://openlibrary.org/works/OL2021953W
fiction,a study in scarlet,Arthur Conan Doyle,3.96,1887,https://openlibrary.org/works/OL262496W
fiction,my antonia,Willa Cather,3.83,1918,https://openlibrary.org/works/OL12791W
fiction,el tunel,Ernesto Sabato,4.03,1948,https://openlibrary.org/works/OL617847W
fiction,the return of sherlock holmes,Arthur Conan Doyle,4.27,1903,https://openlibrary.org/works/OL262477W
fiction,rur and the insect play,"Karel Čapek, Josef Čapek",3.75,1920,https://openlibrary.org/works/OL575625W
fiction,la poetica,Aristotle,3.67,1479,https://openlibrary.org/works/OL151515W
fiction,the sun also rises,Ernest Hemingway,3.73,1926,https://openlibrary.org/works/OL62979W
fiction,his last bow 8 stories,Arthur Conan Doyle,4.14,1917,https://openlibrary.org/works/OL262452W
fiction,the call of the wild,Jack London,3.92,1903,https://openlibrary.org/works/OL14942956W
fiction,middlemarch,George Eliot,4.12,1871,https://openlibrary.org/works/OL20867W
fiction,the tale of peter rabbit,"Beatrix Potter, Blackwell North America., Jean Little, David Hately, J. K. Jomkhwan, Lisa McCue",3.93,1920,https://openlibrary.org/works/OL26460746W
fiction,the lost symbol,Dan Brown,3.6,2009,https://openlibrary.org/works/OL14873315W
fiction,one flew over the cuckoos nest,Ken Kesey,4.14,1962,https://openlibrary.org/works/OL2944469W
fiction,the hitch hikers guide to the galaxy,Douglas Adams,4.56,1979,https://openlibrary.org/works/OL2163649W
fiction,the complete sherlock holmes 4 novels 56 stories,Arthur Conan Doyle,4.48,1900,https://openlibrary.org/works/OL262554W
fiction,enders game,Orson Scott Card,4.35,1985,https://openlibrary.org/works/OL49488W
fiction,cards on the table,Agatha Christie,4.15,1936,https://openlibrary.org/works/OL471637W
fiction,memoirs of sherlock holmes 11 stories,Arthur Conan Doyle,4.4,1893,https://openlibrary.org/works/OL262463W
fiction,ulysses,"James Joyce, James Joyce, james joyce",3.38,1914,https://openlibrary.org/works/OL86318W
non-fiction,on the road,"Jack Kerouac, Ann Charters, Julio Mario Santo Domingo Collection",3.52,1957,https://openlibrary.org/works/OL65906W
non-fiction,the red pony,John Steinbeck,3.22,1933,https://openlibrary.org/works/OL23197W
non-fiction,the pearl,John Steinbeck,3.58,1945,https://openlibrary.org/works/OL7966118W
non-fiction,jude the obscure,Thomas Hardy,3.91,1895,https://openlibrary.org/works/OL44986W
non-fiction,murder in mesopotamia,"Agatha Christie, François Rivière, Chandre, Kappa Line",4.31,1936,https://openlibrary.org/works/OL472572W
non-fiction,east of eden,John Steinbeck,4.07,1952,https://openlibrary.org/works/OL23166W
non-fiction,casino royale,Ian Fleming,3.51,1953,https://openlibrary.org/works/OL85753W
non-fiction,the murders in the rue morgue,Edgar Allan Poe,3.92,1895,https://openlibrary.org/works/OL41072W
non-fiction,the strange case of dr jekyll and mr hyde,Robert Louis Stevenson,3.95,1875,https://openlibrary.org/works/OL24156W
non-fiction,450 from paddington,Agatha Christie,3.91,1957,https://openlibrary.org/works/OL471500W
non-fiction,little men,"Louisa May Alcott, Reed",3.62,1885,https://openlibrary.org/works/OL17761452W
non-fiction,finnegans wake,James Joyce,3.58,1928,https://openlibrary.org/works/OL86319W
non-fiction,the thirtynine steps,John Buchan,3.63,1915,https://openlibrary.org/works/OL76524W
non-fiction,the razors edge,William Somerset Maugham,4.0,1944,https://openlibrary.org/works/OL505944W
non-fiction,winniethepooh,A. A. Milne,4.18,1925,https://openlibrary.org/works/OL476641W
non-fiction,the jungle,Upton Sinclair,4.04,1707,https://openlibrary.org/works/OL114967W
non-fiction,the valley of fear,Arthur Conan Doyle,4.0,1914,https://openlibrary.org/works/OL262505W
non-fiction,the old curiosity shop,Charles Dickens,3.75,1800,https://openlibrary.org/works/OL14869167W
non-fiction,die verwandlung,Franz Kafka,4.1,1915,https://openlibrary.org/works/OL498556W
non-fiction,moby dick,Herman Melville,3.88,1851,https://openlibrary.org/works/OL102749W
non-fiction,the hound of the baskervilles,Arthur Conan Doyle,3.95,1900,https://openlibrary.org/works/OL262454W
non-fiction,three men in a boat to say nothing of the dog,Jerome Klapka Jérôme,3.44,1889,https://openlibrary.org/works/OL1793164W
non-fiction,heart of darkness,Joseph Conrad,3.53,1899,https://openlibrary.org/works/OL38663W
non-fiction,the canterbury tales,"Geoffrey Chaucer, John E. Cunningham, Peter Ackroyd, Ted Stearn, V. A. Kolve, Glending Olson",3.26,1478,https://openlibrary.org/works/OL531767W
non-fiction,the golden bough,"James George Frazer, Theodor Herzl Gaster, George W. Stocking",4.0,1890,https://openlibrary.org/works/OL1159648W
non-fiction,metamorphoses,Ovid,4.28,1479,https://openlibrary.org/works/OL15292640W
non-fiction,king lear,William Shakespeare,4.06,1608,https://openlibrary.org/works/OL259026W
non-fiction,also sprach zarathustra,Friedrich Nietzsche,3.62,1883,https://openlibrary.org/works/OL98130W
non-fiction,ab urbe condita,Titus Livius,4.29,1481,https://openlibrary.org/works/OL1261147W
non-fiction,history,Herodotus,3.93,1494,https://openlibrary.org/works/OL15678068W
non-fiction,one two buckle my shoe,Agatha Christie,3.9,1940,https://openlibrary.org/works/OL471702W
non-fiction,cannery row,John Steinbeck,4.35,1945,https://openlibrary.org/works/OL23199W
non-fiction,la sombra del viento,Carlos Ruiz Zafón,4.23,2001,https://openlibrary.org/works/OL278437W
non-fiction,the innocence of father brown father brown mystery,"Gilbert Keith Chesterton, Judith Boss, David Widger",3.91,1583,https://openlibrary.org/works/OL76341W
non-fiction,selected nonfictions,Jorge Luis Borges,4.0,1999,https://openlibrary.org/works/OL444890W
non-fiction,writing nonfiction,Stanley Vestal,5.0,1944,https://openlibrary.org/works/OL18476899W
non-fiction,new moon,Stephenie Meyer,4.01,2006,https://openlibrary.org/works/OL5720027W
non-fiction,death of a salesman,Arthur Miller,3.87,1940,https://openlibrary.org/works/OL66346W
non-fiction,le deuxieme sexe,Simone de Beauvoir,4.06,1949,https://openlibrary.org/works/OL767941W
non-fiction,divergent,Veronica Roth,3.95,2010,https://openlibrary.org/works/OL15719630W
non-fiction,bridget joness diary,"Helen Fielding, Helen Fielding",3.56,1996,https://openlibrary.org/works/OL547745W
non-fiction,the moon is down,John Steinbeck,4.18,1942,https://openlibrary.org/works/OL23200W
non-fiction,our man in havana,"Graham Greene, graham greene",3.31,1958,https://openlibrary.org/works/OL106074W
non-fiction,tales from shakespeare 20 tales,"Charles Lamb, Mary Lamb",4.0,1800,https://openlibrary.org/works/OL44841W
